,id,scholar_id,title,abstract,bib_id,journal,number,pages,pub_type,pub_year,publisher,venue,volume,num_citations,gsrank,citedby_url,eprint_url,pub_url,url_add_sclib,url_related_articles,url_scholarbib,search_term,depth,fetched_citations
23,24,TQ5yXWOC0okJ,Machine learning and initial nursing assessment-based triage system for emergency department,The aim of this study was to develop machine learning (ML) and initial nursing assessment  (INA)-based emergency department (ED) triage to predict adverse clinical outcome.,yu2020machine,Healthcare informatics research,1,13--19,article,2020.0,Korean Society of Medical Informatics,Healthcare …,26.0,17,25,"/scholar?cites=9931143491586494029&as_sdt=5,33&sciodt=1,33&hl=en",https://synapse.koreamed.org/articles/1142056,https://synapse.koreamed.org/articles/1142056,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D20%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=TQ5yXWOC0okJ&ei=0IE0Y9v7NY3MyQSdgLaoAw&json=","/scholar?q=related:TQ5yXWOC0okJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:TQ5yXWOC0okJ:scholar.google.com/&output=cite&scirp=24&hl=en,"""emergency department"" machine learning",0,0
24,25,XLPWWhrReGkJ,Risk of mortality and cardiopulmonary arrest in critical patients presenting to the emergency department using machine learning and natural language processing,Emergency department triage is the first point in time when a patient’s acuity level is  Our  study cohort consisted of 235826 adult patients triaged at a Portuguese Emergency Department,fernandes2020risk,PloS one,4,e0230876,article,2020.0,"Public Library of Science San Francisco, CA USA",PloS one,15.0,15,26,"/scholar?cites=7600054282311086940&as_sdt=5,33&sciodt=1,33&hl=en",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0230876,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0230876,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D20%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=XLPWWhrReGkJ&ei=0IE0Y9v7NY3MyQSdgLaoAw&json=","/scholar?q=related:XLPWWhrReGkJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:XLPWWhrReGkJ:scholar.google.com/&output=cite&scirp=25&hl=en,"""emergency department"" machine learning",0,0
25,26,WqEBaXLsBbkJ,Training and interpreting machine learning algorithms to evaluate fall risk after emergency department visits,"This study evaluated several machine learning methodologies for the creation of a risk  stratification algorithm using electronic health record (EHR) data, and estimated the effects of a",patterson2019training,Medical care,7,560,article,2019.0,NIH Public Access,Medical care,57.0,23,27,"/scholar?cites=13332322248032362842&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590914/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590914/,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D20%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=WqEBaXLsBbkJ&ei=0IE0Y9v7NY3MyQSdgLaoAw&json=","/scholar?q=related:WqEBaXLsBbkJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:WqEBaXLsBbkJ:scholar.google.com/&output=cite&scirp=26&hl=en,"""emergency department"" machine learning",0,0
26,27,gY_NooNQzVIJ,Prediction of cardiac arrest in critically ill patients presenting to the emergency department using a machine learning score incorporating heart rate variability compared with the modified early warning score,We aim to validate a novel machine learning (ML) score incorporating heart rate variability  (HRV) for triage of critically ill patients presenting to the emergency department by comparing,ong2012prediction,Critical Care,3,1--12,article,2012.0,Springer,Critical Care,16.0,112,28,"/scholar?cites=5966513607638093697&as_sdt=5,33&sciodt=1,33&hl=en",https://link.springer.com/article/10.1186/cc11396,https://link.springer.com/article/10.1186/cc11396,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D20%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=gY_NooNQzVIJ&ei=0IE0Y9v7NY3MyQSdgLaoAw&json=","/scholar?q=related:gY_NooNQzVIJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:gY_NooNQzVIJ:scholar.google.com/&output=cite&scirp=27&hl=en,"""emergency department"" machine learning",0,0
27,28,IvJBDsZqnREJ,Prediction of adverse cardiac events in emergency department patients with chest pain using machine learning for variable selection,A total of 702 chest pain patients at the Emergency Department (ED) of a tertiary hospital  in  A geometric distance-based machine learning scoring system was then implemented to,liu2014prediction,BMC medical informatics and decision making,1,1--9,article,2014.0,BioMed Central,BMC medical …,14.0,60,29,"/scholar?cites=1269288068863619618&as_sdt=5,33&sciodt=1,33&hl=en",https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/1472-6947-14-75,https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/1472-6947-14-75,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D20%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=IvJBDsZqnREJ&ei=0IE0Y9v7NY3MyQSdgLaoAw&json=","/scholar?q=related:IvJBDsZqnREJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:IvJBDsZqnREJ:scholar.google.com/&output=cite&scirp=28&hl=en,"""emergency department"" machine learning",0,0
28,29,s-CHvSIITMEJ,A gradient boosting machine learning model for predicting early mortality in the emergency department triage: devising a nine-point triage score,"A machine learning prediction model may improve the proper identification of patients at   In this study, we aimed to evaluate a state-of-the-art machine learning model for predicting",klug2020gradient,Journal of general internal medicine,1,220--227,article,2020.0,Springer,Journal of general …,35.0,34,30,"/scholar?cites=13928516692851810483&as_sdt=5,33&sciodt=1,33&hl=en",https://link.springer.com/article/10.1007/s11606-019-05512-7,https://link.springer.com/article/10.1007/s11606-019-05512-7,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D20%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=s-CHvSIITMEJ&ei=0IE0Y9v7NY3MyQSdgLaoAw&json=","/scholar?q=related:s-CHvSIITMEJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:s-CHvSIITMEJ:scholar.google.com/&output=cite&scirp=29&hl=en,"""emergency department"" machine learning",0,0
29,30,dcjZHGSYC3cJ,Early prediction of acute kidney injury in the emergency department with machine-learning methods applied to electronic health record data,We analyzed routinely collected emergency department (ED) data and developed prediction  models with capacity for early identification of ED patients at high risk for acute kidney injury,martinez2020early,Annals of emergency medicine,4,501--514,article,2020.0,Elsevier,Annals of emergency …,76.0,18,31,"/scholar?cites=8578117471005427829&as_sdt=5,33&sciodt=1,33&hl=en",https://www.sciencedirect.com/science/article/am/pii/S0196064420303978,https://www.sciencedirect.com/science/article/pii/S0196064420303978,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D30%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=dcjZHGSYC3cJ&ei=XoI0Y-TELpCXywTOrbawDQ&json=","/scholar?q=related:dcjZHGSYC3cJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:dcjZHGSYC3cJ:scholar.google.com/&output=cite&scirp=30&hl=en,"""emergency department"" machine learning",0,0
30,31,rV_GstbRbPcJ,Early risk assessment for COVID-19 patients from emergency department data using machine learning,"Where machine learning has been applied to COVID-19,  In this work, we retrospectively  apply machine learning to data  ’s first presentation in the emergency department (ED) as this",heldt2021early,Scientific reports,1,1--13,article,2021.0,Nature Publishing Group,Scientific reports,11.0,54,32,"/scholar?cites=17828855744905502637&as_sdt=5,33&sciodt=1,33&hl=en",https://www.nature.com/articles/s41598-021-83784-y,https://www.nature.com/articles/s41598-021-83784-y,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D30%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=rV_GstbRbPcJ&ei=XoI0Y-TELpCXywTOrbawDQ&json=","/scholar?q=related:rV_GstbRbPcJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:rV_GstbRbPcJ:scholar.google.com/&output=cite&scirp=31&hl=en,"""emergency department"" machine learning",0,0
31,32,4gszfARTEgoJ,Using machine learning to predict bacteremia in febrile children presented to the emergency department,pediatric emergency department (PED). The aim of this study was to use machine learning   We adopted machine learning methods and cost-sensitive learning to establish a predictive,tsai2020using,Diagnostics,5,307,article,2020.0,MDPI,Diagnostics,10.0,9,33,"/scholar?cites=725733768688765922&as_sdt=5,33&sciodt=1,33&hl=en",https://www.mdpi.com/2075-4418/10/5/307/htm,https://www.mdpi.com/717604,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D30%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=4gszfARTEgoJ&ei=XoI0Y-TELpCXywTOrbawDQ&json=","/scholar?q=related:4gszfARTEgoJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:4gszfARTEgoJ:scholar.google.com/&output=cite&scirp=32&hl=en,"""emergency department"" machine learning",0,0
32,33,qNQdFJhUNnEJ,Improving documentation of presenting problems in the emergency department using a domain-specific ontology and machine learning-driven user interfaces,"project, our emergency department sought to standardize  In this study, we used the  emergency department (ED)  with a custom ontology and machine learning-driven user interfaces,",greenbaum2019improving,International journal of medical informatics,,103981,article,2019.0,Elsevier,International journal of …,132.0,14,34,"/scholar?cites=8157800787177493672&as_sdt=5,33&sciodt=1,33&hl=en",,https://www.sciencedirect.com/science/article/pii/S1386505619307427,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D30%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=qNQdFJhUNnEJ&ei=XoI0Y-TELpCXywTOrbawDQ&json=","/scholar?q=related:qNQdFJhUNnEJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:qNQdFJhUNnEJ:scholar.google.com/&output=cite&scirp=33&hl=en,"""emergency department"" machine learning",0,0
33,34,_NooH5qKzCYJ,"Development and external validation of a machine learning tool to rule out COVID-19 among adults in the emergency department using routine blood tests: a large, multicenter, real-world study",", machine learning  emergency department (ED) patient encounters from a well-established  multicenter clinical database, we sought to describe the development of a machine learning",plante2020development,Journal of medical Internet research,12,e24048,article,2020.0,"JMIR Publications Inc., Toronto, Canada",Journal of medical …,22.0,28,35,"/scholar?cites=2795761863242603260&as_sdt=5,33&sciodt=1,33&hl=en",https://www.jmir.org/2020/12/e24048/,https://www.jmir.org/2020/12/e24048/,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D30%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=_NooH5qKzCYJ&ei=XoI0Y-TELpCXywTOrbawDQ&json=","/scholar?q=related:_NooH5qKzCYJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:_NooH5qKzCYJ:scholar.google.com/&output=cite&scirp=34&hl=en,"""emergency department"" machine learning",0,0
34,35,RMHY0i-gZ7IJ,Promoting head CT exams in the emergency department triage using a machine learning model,"In this work, we show the potential of using machine learning for  The machine learning  tool presented in this study is not error- In addition, machine learning models can learn from",klang2020promoting,Neuroradiology,2,153--160,article,2020.0,Springer,Neuroradiology,62.0,12,36,"/scholar?cites=12855419788613697860&as_sdt=5,33&sciodt=1,33&hl=en",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00234-019-02293-y&casa_token=xKbbrbKIjMAAAAAA:OS7qDTZbaGo5_Wa5xNrf5IXHZ-AZe50i4hh6IQYFPivg_5MRWNFqTC1eT-nFSrgqeH0Z3TkJsFIS4EaL,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00234-019-02293-y&casa_token=xKbbrbKIjMAAAAAA:OS7qDTZbaGo5_Wa5xNrf5IXHZ-AZe50i4hh6IQYFPivg_5MRWNFqTC1eT-nFSrgqeH0Z3TkJsFIS4EaL,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D30%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=RMHY0i-gZ7IJ&ei=XoI0Y-TELpCXywTOrbawDQ&json=","/scholar?q=related:RMHY0i-gZ7IJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:RMHY0i-gZ7IJ:scholar.google.com/&output=cite&scirp=35&hl=en,"""emergency department"" machine learning",0,0
35,36,mWt8DyofhfEJ,Predicting 72-hour and 9-day return to the emergency department using machine learning,Emergency department (ED) returns represent an important quality of care metric and   Machine learning algorithms such as random forests and gradient boosting have been used,hong2019predicting,JAMIA open,3,346--352,article,2019.0,Oxford University Press,JAMIA open,2.0,19,37,"/scholar?cites=17403350600552049561&as_sdt=5,33&sciodt=1,33&hl=en",https://academic.oup.com/jamiaopen/article/2/3/346/5526174,https://academic.oup.com/jamiaopen/article-abstract/2/3/346/5526174,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D30%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=mWt8DyofhfEJ&ei=XoI0Y-TELpCXywTOrbawDQ&json=","/scholar?q=related:mWt8DyofhfEJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:mWt8DyofhfEJ:scholar.google.com/&output=cite&scirp=36&hl=en,"""emergency department"" machine learning",0,0
36,37,sNM63gB9Z8sJ,Predicting emergency department orders with multilabel machine learning techniques and simulating effects on length of stay,", we trained multilabel machine learning classifiers to predict clinical orders placed during  an ED visit. We benchmarked 4 classifiers with 2 multilabel learning frameworks that predict",hunter2019predicting,Journal of the American Medical Informatics Association,12,1427--1436,article,2019.0,Oxford University Press,Journal of the …,26.0,14,38,"/scholar?cites=14656820954982437808&as_sdt=5,33&sciodt=1,33&hl=en",https://academic.oup.com/jamia/article/26/12/1427/5580383,https://academic.oup.com/jamia/article-abstract/26/12/1427/5580383,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D30%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=sNM63gB9Z8sJ&ei=XoI0Y-TELpCXywTOrbawDQ&json=","/scholar?q=related:sNM63gB9Z8sJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:sNM63gB9Z8sJ:scholar.google.com/&output=cite&scirp=37&hl=en,"""emergency department"" machine learning",0,0
37,38,f6a43ef8DjsJ,Development and validation of a quick sepsis-related organ failure assessment-based machine-learning model for mortality prediction in patients with suspected infection in the emergency department,machine-learning models using qSOFA variables for predicting three-day mortality would  provide better accuracy than the qSOFA score in the emergency department  Machine-learning,kwon2020development,Journal of clinical medicine,3,875,article,2020.0,MDPI,Journal of clinical medicine,9.0,14,39,"/scholar?cites=4255616770699208319&as_sdt=5,33&sciodt=1,33&hl=en",https://www.mdpi.com/2077-0383/9/3/875/pdf,https://www.mdpi.com/671660,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D30%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=f6a43ef8DjsJ&ei=XoI0Y-TELpCXywTOrbawDQ&json=","/scholar?q=related:f6a43ef8DjsJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:f6a43ef8DjsJ:scholar.google.com/&output=cite&scirp=38&hl=en,"""emergency department"" machine learning",0,0
